,indicator,classif1,classif2,sex,slope,intercept,r_value,p_value,std_err
260,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_YGE25,JOB_TIME_TOTAL,SEX_F,-20.163992320697027,2.6677952406010745,-0.4981007181332699,1.876328090097042e-16,2.275357648268564
261,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_YGE25,JOB_TIME_PART,SEX_T,-10.495356081208582,2.6145270228400754,-0.48660254760224986,1.136454014555095e-15,1.2214019578555815
262,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_YGE25,JOB_TIME_PART,SEX_M,-9.924675231358448,2.3315602629691474,-0.4126159127993133,2.7786985886738072e-11,1.4202179203664151
263,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_YGE25,JOB_TIME_PART,SEX_F,-9.092159139020234,2.5264971410835444,-0.49654601032838885,2.4032775276374087e-16,1.0302532267222007
264,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_YGE25,JOB_TIME_FULL,SEX_T,-26.99736642278163,2.9686778232898114,-0.4513254800984116,1.9070857549491713e-13,3.460053992988258
265,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_YGE25,JOB_TIME_FULL,SEX_M,-24.981170217342253,3.0731891392936985,-0.43572750662590265,1.5322153118188616e-12,3.3449511039382935
266,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_YGE25,JOB_TIME_FULL,SEX_F,-27.54885621023217,2.6620845720191135,-0.47234972162237465,9.668152512959332e-15,3.3321919055808196
267,EMP_TEMP_SEX_STE_NB,STE_AGGREGATE_TOTAL,0,SEX_T,-24.02419619859662,3.071032216196543,-0.5352708558395683,3.4121705573062743e-19,2.457419199103046
268,EMP_TEMP_SEX_STE_NB,STE_AGGREGATE_TOTAL,0,SEX_M,-25.581658148318294,3.2407454415277748,-0.524876669572322,2.154716216905624e-18,2.689078507692521
269,EMP_TEMP_SEX_STE_NB,STE_AGGREGATE_TOTAL,0,SEX_F,-21.570192700335713,2.8385837846859836,-0.5364850339592258,2.739860526398679e-19,2.1993987964711668
270,EMP_TEMP_SEX_STE_NB,STE_AGGREGATE_EES,0,SEX_T,-23.603710817547416,2.8295850365980386,-0.5119853355288194,1.943828448507826e-17,2.566991972109338
271,EMP_TEMP_SEX_STE_NB,STE_AGGREGATE_EES,0,SEX_M,-24.436193910580023,2.8689211381305313,-0.48183647535757107,2.351201585345259e-15,2.880573561993415
272,EMP_TEMP_SEX_STE_NB,STE_AGGREGATE_EES,0,SEX_F,-21.811264817111976,2.729310564713277,-0.5304781570175935,8.044376512340099e-19,2.2592606310198073
273,EMP_TEMP_SEX_STE_NB,STE_AGGREGATE_SLF,0,SEX_T,-8.183064884522333,2.8735840362888316,-0.5353797965573183,3.3457656219895073e-19,0.8368015847872607
274,EMP_TEMP_SEX_STE_NB,STE_AGGREGATE_SLF,0,SEX_M,-7.3102755904406,2.821965981428864,-0.5138821783445179,1.4145785122667433e-17,0.7910401454176091
275,EMP_TEMP_SEX_STE_NB,STE_AGGREGATE_SLF,0,SEX_F,-8.042318662433233,2.646370222788756,-0.514257673854204,1.3280077991407681e-17,0.8693904863032272
276,EMP_TEM1_SEX_AGE_NB,AGE_AGGREGATE_TOTAL,0,SEX_T,-24.255238271513853,3.0872574439621836,-0.5383045496849593,1.968754051721391e-19,2.4614327574945354
277,EMP_TEM1_SEX_AGE_NB,AGE_AGGREGATE_TOTAL,0,SEX_M,-26.25851546072576,3.2900471720115236,-0.5325135580168626,5.59802073520557e-19,2.7054386742032466
278,EMP_TEM1_SEX_AGE_NB,AGE_AGGREGATE_TOTAL,0,SEX_F,-21.785872843970555,2.853690403347943,-0.5393403310169703,1.6296446744197409e-19,2.2048599471172747
279,EMP_TEM1_SEX_AGE_NB,AGE_AGGREGATE_Y15-24,0,SEX_T,-18.28589263832233,3.011122613889486,-0.6853602873806063,1.2345415599387762e-34,1.2593948051679076
280,EMP_TEM1_SEX_AGE_NB,AGE_AGGREGATE_Y15-24,0,SEX_M,-17.132536254144156,2.903657465280795,-0.6895260328145455,3.3704654824630237e-35,1.1664806877182974
281,EMP_TEM1_SEX_AGE_NB,AGE_AGGREGATE_Y15-24,0,SEX_F,-19.15991031188705,3.0943929564700805,-0.6740206731786487,3.797773589522351e-33,1.3611538436468908
282,EMP_TEM1_SEX_AGE_NB,AGE_AGGREGATE_Y25-54,0,SEX_T,-18.49426752191825,2.6662998571519303,-0.44605455904849717,3.902576412336191e-13,2.405395588150203
